GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
org.phasetwo.mavenproject,org.phasetwo.mavenproject.org.phasetwo.mavenproject,Robot,21,279,7,39,5,58,7,25,1,8
